col0,col1,col2
28.12867393333725,14.0,2013-10-01T12:43:07.120000
30.40163346303631,19.8,2013-10-07T12:11:31.130000
30.515261682819684,10.0,2013-10-07T13:01:31.120000
35.987637601907394,23.199833333333334,2013-10-15T12:58:55.140000
23.088021561321625,15.199833333333334,2013-11-07T12:23:19.120000
40.76121653414544,22.8,2013-11-07T12:39:19.120000
21.061461604192896,13.200166666666666,2013-11-07T12:34:31.140000
37.309284684598744,17.8005,2013-11-07T12:41:31.130000
33.74493288067219,11.200333333333333,2013-11-15T12:27:55.120000
23.3762504076667,15.6,2013-11-15T13:05:43.130000
23.262857562698443,12.0,2013-11-24T13:10:55.120000
21.90478831416985,12.0,2013-11-24T13:11:07.130000
31.466924407741153,18.8,2013-12-01T12:42:19.130000
24.022885473979656,11.800333333333333,2013-12-01T12:37:43.130000
32.7927078446651,14.799833333333334,2013-12-01T13:45:55.120000
30.073170070423195,15.6,2013-12-07T12:31:19.120000
29.7039240955075,13.8,2013-12-07T13:48:43.130000
34.13671580549719,17.799833333333332,2013-12-15T13:03:07.120000
50.585754181926674,20.8,2013-12-15T13:15:55.120000
34.974475554841575,11.4,2013-12-15T13:08:07.120000
24.51408576786975,14.4,2013-12-15T13:27:07.120000
48.26530070795257,21.799833333333332,2014-01-01T13:49:31.120000
41.18006549895945,21.6,2014-01-07T13:15:19.120000
38.59687576905424,18.6,2014-01-15T12:18:07.120000
28.329145162102943,14.0,2014-02-07T12:27:55.130000
26.864047954554977,17.600166666666667,2014-02-07T12:53:55.130000
29.09491492341134,13.800166666666666,2014-02-07T13:15:31.130000
22.19257309612123,15.6,2014-02-24T13:31:31.120000
26.657334201032587,11.399833333333333,2014-03-01T12:41:31.120000
34.45652454474423,14.2,2014-03-01T13:15:19.130000
29.524415158261714,18.2,2014-03-01T13:17:55.130000
26.05330498197471,14.599833333333333,2014-03-07T12:58:55.120000
16.91583913898469,15.8,2014-03-07T13:21:55.120000
24.09964194606845,9.2,2014-03-15T12:43:43.120000
27.833675519407,15.799666666666667,2014-03-15T13:03:43.120000
21.839340230018568,14.199833333333334,2014-03-24T13:21:31.120000
24.086213055043235,10.199833333333334,2014-04-01T12:15:07.130000
21.45392389763647,8.8,2014-04-07T12:16:19.120000
50.233697013963074,35.4,2014-04-24T12:38:43.120000
22.202074071559796,10.400166666666667,2014-05-01T13:23:19.130000
24.52420850054828,12.0,2014-05-01T13:40:31.130000
28.29914755585877,16.399833333333333,2014-05-15T13:31:43.120000
25.401457153594727,6.800166666666667,2014-05-15T12:35:19.120000
35.5927705063416,21.4,2014-05-24T13:09:07.120000
32.59279862723497,19.60033333333333,2014-06-01T12:58:07.120000
31.24484412452651,20.2,2014-06-07T12:25:07.120000
46.45496714260909,21.0,2014-06-07T12:55:31.130000
25.8168431175815,15.0,2014-06-15T12:52:07.120000
23.82663322842773,17.4,2014-06-24T13:26:43.130000
25.75515713414143,17.999833333333335,2014-06-24T13:22:55.120000
27.491774450255917,17.200166666666668,2014-07-07T12:30:43.120000
38.483525306329604,17.000333333333334,2014-07-07T13:50:55.120000
29.507448156880265,14.199833333333334,2014-07-15T12:10:07.120000
54.12496571468113,21.799833333333332,2014-07-15T12:18:43.120000
40.6396171131401,19.8,2014-07-24T12:26:31.120000
37.23678458124034,11.6,2014-08-01T12:36:07.120000
34.68878711975989,15.399833333333333,2014-08-01T12:55:31.130000
31.375940217963876,18.800166666666666,2014-08-07T12:13:31.130000
26.978442959068918,16.6,2014-08-15T12:09:31.120000
38.23975554121258,22.0,2014-08-15T12:39:07.120000
38.90287313672793,21.4,2014-08-15T13:28:55.120000
24.0107613599174,17.60033333333333,2014-08-24T12:36:43.130000
37.267798157929185,25.8,2014-08-24T13:04:55.130000
35.07051349748545,16.200166666666668,2014-08-24T13:31:19.120000
29.185018603667736,15.200166666666666,2014-09-01T12:31:07.130000
40.49388844367843,35.60033333333333,2014-09-01T12:49:31.130000
33.446662401139,14.6,2014-09-07T13:13:43.120000
28.944983078711633,13.2,2014-09-07T13:26:55.120000
22.759861118231367,18.799833333333332,2014-09-07T13:48:19.130000
32.273711251736245,15.000333333333334,2014-09-15T12:44:43.120000
27.51808193665965,18.4,2014-09-15T13:24:55.140000
45.91958140098167,19.2,2014-09-24T12:48:19.130000
37.40509991602587,21.0,2014-10-01T12:41:07.130000
36.54499279906164,13.2,2014-10-01T12:58:19.120000
44.12428089837461,21.8,2014-10-07T12:39:55.130000
41.54289685635483,18.399833333333333,2014-10-24T12:10:43.130000
40.402549614640265,21.6,2014-11-01T12:29:31.130000
33.47264367722134,10.799833333333334,2014-11-15T13:28:19.140000
34.016416740763745,14.4,2014-12-01T13:05:55.120000
37.52700524759493,15.4,2014-12-01T13:46:55.140000
44.025892542873066,19.39966666666667,2014-12-07T12:20:55.140000
40.08500945015353,13.2,2014-12-07T13:11:07.120000
29.292703048279147,13.4,2014-12-15T12:07:19.130000
41.573915355113535,13.2,2014-12-15T12:41:19.130000
44.24703709733295,17.800166666666666,2014-12-15T13:13:19.130000
55.549169826965986,16.999666666666666,2014-12-24T13:14:55.120000
